time_ms,neuron_index
2.428571428415999378e+01,1.000000000000000000e+00
2.435374149503999774e+01,0.000000000000000000e+00
2.435374149503999774e+01,1.000000000000000000e+00
2.442176870591999460e+01,0.000000000000000000e+00
2.442176870591999460e+01,1.000000000000000000e+00
2.448979591679999501e+01,0.000000000000000000e+00
2.448979591679999501e+01,1.000000000000000000e+00
2.455782312767999542e+01,0.000000000000000000e+00
2.455782312767999542e+01,1.000000000000000000e+00
2.462585033855999228e+01,0.000000000000000000e+00
2.462585033855999228e+01,1.000000000000000000e+00
2.469387754943999624e+01,0.000000000000000000e+00
2.469387754943999624e+01,1.000000000000000000e+00
2.476190476031999665e+01,0.000000000000000000e+00
2.476190476031999665e+01,1.000000000000000000e+00
2.482993197119999351e+01,0.000000000000000000e+00
2.482993197119999351e+01,1.000000000000000000e+00
2.489795918207999392e+01,0.000000000000000000e+00
2.489795918207999392e+01,1.000000000000000000e+00
2.496598639295999433e+01,0.000000000000000000e+00
2.496598639295999433e+01,1.000000000000000000e+00
2.503401360383999474e+01,0.000000000000000000e+00
2.503401360383999474e+01,1.000000000000000000e+00
2.510204081471999515e+01,0.000000000000000000e+00
2.510204081471999515e+01,1.000000000000000000e+00
2.517006802559999556e+01,0.000000000000000000e+00
2.517006802559999556e+01,1.000000000000000000e+00
2.523809523647999242e+01,0.000000000000000000e+00
2.523809523647999242e+01,1.000000000000000000e+00
2.530612244735999639e+01,0.000000000000000000e+00
2.530612244735999639e+01,1.000000000000000000e+00
2.537414965823999680e+01,0.000000000000000000e+00
2.537414965823999680e+01,1.000000000000000000e+00
2.544217686911999365e+01,0.000000000000000000e+00
2.544217686911999365e+01,1.000000000000000000e+00
2.551020407999999406e+01,0.000000000000000000e+00
2.551020407999999406e+01,1.000000000000000000e+00
2.557823129087999448e+01,0.000000000000000000e+00
2.557823129087999448e+01,1.000000000000000000e+00
2.564625850175999489e+01,0.000000000000000000e+00
2.564625850175999489e+01,1.000000000000000000e+00
2.571428571263999530e+01,0.000000000000000000e+00
2.571428571263999530e+01,1.000000000000000000e+00
2.578231292351999571e+01,0.000000000000000000e+00
2.578231292351999571e+01,1.000000000000000000e+00
2.585034013439999256e+01,0.000000000000000000e+00
2.585034013439999256e+01,1.000000000000000000e+00
2.591836734527999297e+01,0.000000000000000000e+00
2.591836734527999297e+01,1.000000000000000000e+00
2.598639455615999694e+01,0.000000000000000000e+00
2.598639455615999694e+01,1.000000000000000000e+00
2.605442176703999380e+01,0.000000000000000000e+00
2.605442176703999380e+01,1.000000000000000000e+00
2.612244897791999421e+01,0.000000000000000000e+00
2.612244897791999421e+01,1.000000000000000000e+00
2.619047618879999462e+01,0.000000000000000000e+00
2.619047618879999462e+01,1.000000000000000000e+00
2.625850339967999503e+01,0.000000000000000000e+00
2.625850339967999503e+01,1.000000000000000000e+00
2.632653061055999544e+01,0.000000000000000000e+00
2.632653061055999544e+01,1.000000000000000000e+00
2.639455782143999585e+01,0.000000000000000000e+00
2.639455782143999585e+01,1.000000000000000000e+00
2.646258503231999271e+01,0.000000000000000000e+00
2.646258503231999271e+01,1.000000000000000000e+00
2.653061224319999312e+01,0.000000000000000000e+00
2.653061224319999312e+01,1.000000000000000000e+00
2.659863945407999708e+01,0.000000000000000000e+00
2.659863945407999708e+01,1.000000000000000000e+00
2.666666666495999394e+01,0.000000000000000000e+00
2.666666666495999394e+01,1.000000000000000000e+00
2.673469387583999435e+01,0.000000000000000000e+00
2.673469387583999435e+01,1.000000000000000000e+00
2.680272108671999476e+01,0.000000000000000000e+00
2.680272108671999476e+01,1.000000000000000000e+00
2.687074829759999162e+01,0.000000000000000000e+00
2.687074829759999162e+01,1.000000000000000000e+00
2.693877550847999558e+01,0.000000000000000000e+00
2.693877550847999558e+01,1.000000000000000000e+00
2.700680271935999599e+01,0.000000000000000000e+00
2.700680271935999599e+01,1.000000000000000000e+00
2.707482993023999285e+01,0.000000000000000000e+00
2.707482993023999285e+01,1.000000000000000000e+00
2.714285714111999326e+01,0.000000000000000000e+00
2.714285714111999326e+01,1.000000000000000000e+00
2.721088435199999722e+01,0.000000000000000000e+00
2.721088435199999722e+01,1.000000000000000000e+00
2.727891156287999408e+01,0.000000000000000000e+00
2.727891156287999408e+01,1.000000000000000000e+00
2.734693877375999449e+01,0.000000000000000000e+00
2.734693877375999449e+01,1.000000000000000000e+00
2.741496598463999490e+01,0.000000000000000000e+00
2.741496598463999490e+01,1.000000000000000000e+00
2.748299319551999176e+01,0.000000000000000000e+00
2.748299319551999176e+01,1.000000000000000000e+00
2.755102040639999572e+01,0.000000000000000000e+00
2.755102040639999572e+01,1.000000000000000000e+00
2.761904761727999613e+01,0.000000000000000000e+00
2.761904761727999613e+01,1.000000000000000000e+00
2.768707482815999299e+01,0.000000000000000000e+00
2.768707482815999299e+01,1.000000000000000000e+00
2.775510203903999340e+01,0.000000000000000000e+00
2.775510203903999340e+01,1.000000000000000000e+00
2.782312924991999381e+01,0.000000000000000000e+00
2.782312924991999381e+01,1.000000000000000000e+00
2.789115646079999422e+01,0.000000000000000000e+00
2.789115646079999422e+01,1.000000000000000000e+00
2.795918367167999463e+01,0.000000000000000000e+00
2.795918367167999463e+01,1.000000000000000000e+00
2.802721088255999504e+01,0.000000000000000000e+00
2.802721088255999504e+01,1.000000000000000000e+00
2.809523809343999190e+01,0.000000000000000000e+00
2.809523809343999190e+01,1.000000000000000000e+00
2.816326530431999586e+01,0.000000000000000000e+00
2.816326530431999586e+01,1.000000000000000000e+00
2.823129251519999627e+01,0.000000000000000000e+00
2.823129251519999627e+01,1.000000000000000000e+00
2.829931972607999313e+01,0.000000000000000000e+00
2.829931972607999313e+01,1.000000000000000000e+00
2.836734693695999354e+01,0.000000000000000000e+00
2.836734693695999354e+01,1.000000000000000000e+00
2.843537414783999395e+01,0.000000000000000000e+00
2.843537414783999395e+01,1.000000000000000000e+00
2.852607709567999450e+01,0.000000000000000000e+00
2.852607709567999450e+01,1.000000000000000000e+00
2.866213151743999177e+01,0.000000000000000000e+00
2.866213151743999177e+01,1.000000000000000000e+00
2.950113378495999328e+01,0.000000000000000000e+00
2.950113378495999328e+01,1.000000000000000000e+00
2.959183673279999383e+01,0.000000000000000000e+00
2.959183673279999383e+01,1.000000000000000000e+00
2.965986394367999424e+01,0.000000000000000000e+00
2.965986394367999424e+01,1.000000000000000000e+00
2.972789115455999109e+01,0.000000000000000000e+00
2.972789115455999109e+01,1.000000000000000000e+00
2.979591836543999506e+01,0.000000000000000000e+00
2.979591836543999506e+01,1.000000000000000000e+00
2.986394557631999547e+01,0.000000000000000000e+00
2.986394557631999547e+01,1.000000000000000000e+00
2.993197278719999233e+01,0.000000000000000000e+00
2.993197278719999233e+01,1.000000000000000000e+00
2.999999999807999274e+01,0.000000000000000000e+00
2.999999999807999274e+01,1.000000000000000000e+00
3.006802720895999670e+01,0.000000000000000000e+00
3.006802720895999670e+01,1.000000000000000000e+00
3.013605441983999356e+01,0.000000000000000000e+00
3.013605441983999356e+01,1.000000000000000000e+00
3.020408163071999397e+01,0.000000000000000000e+00
3.020408163071999397e+01,1.000000000000000000e+00
3.027210884159999438e+01,0.000000000000000000e+00
3.027210884159999438e+01,1.000000000000000000e+00
3.034013605247999124e+01,0.000000000000000000e+00
3.034013605247999124e+01,1.000000000000000000e+00
3.040816326335999520e+01,0.000000000000000000e+00
3.040816326335999520e+01,1.000000000000000000e+00
3.047619047423999561e+01,0.000000000000000000e+00
3.047619047423999561e+01,1.000000000000000000e+00
3.054421768511999247e+01,0.000000000000000000e+00
3.054421768511999247e+01,1.000000000000000000e+00
3.061224489599999288e+01,0.000000000000000000e+00
3.061224489599999288e+01,1.000000000000000000e+00
3.068027210687999329e+01,0.000000000000000000e+00
3.068027210687999329e+01,1.000000000000000000e+00
3.074829931775999370e+01,0.000000000000000000e+00
3.074829931775999370e+01,1.000000000000000000e+00
3.081632652863999411e+01,0.000000000000000000e+00
3.081632652863999411e+01,1.000000000000000000e+00
3.088435373951999452e+01,0.000000000000000000e+00
3.088435373951999452e+01,1.000000000000000000e+00
3.095238095039999138e+01,0.000000000000000000e+00
3.095238095039999138e+01,1.000000000000000000e+00
3.102040816127999534e+01,0.000000000000000000e+00
3.102040816127999534e+01,1.000000000000000000e+00
3.108843537215999575e+01,0.000000000000000000e+00
3.108843537215999575e+01,1.000000000000000000e+00
3.115646258303999261e+01,0.000000000000000000e+00
3.115646258303999261e+01,1.000000000000000000e+00
3.122448979391999302e+01,0.000000000000000000e+00
3.122448979391999302e+01,1.000000000000000000e+00
3.129251700479999343e+01,0.000000000000000000e+00
3.129251700479999343e+01,1.000000000000000000e+00
3.136054421567999029e+01,0.000000000000000000e+00
3.136054421567999029e+01,1.000000000000000000e+00
3.142857142655999070e+01,0.000000000000000000e+00
3.142857142655999070e+01,1.000000000000000000e+00
3.149659863743999821e+01,0.000000000000000000e+00
3.149659863743999821e+01,1.000000000000000000e+00
3.156462584831999507e+01,0.000000000000000000e+00
3.156462584831999507e+01,1.000000000000000000e+00
3.163265305919999548e+01,0.000000000000000000e+00
3.163265305919999548e+01,1.000000000000000000e+00
3.170068027007999589e+01,0.000000000000000000e+00
3.170068027007999589e+01,1.000000000000000000e+00
3.176870748095999275e+01,0.000000000000000000e+00
3.176870748095999275e+01,1.000000000000000000e+00
3.183673469183999316e+01,0.000000000000000000e+00
3.183673469183999316e+01,1.000000000000000000e+00
3.190476190271999357e+01,0.000000000000000000e+00
3.190476190271999357e+01,1.000000000000000000e+00
3.197278911359999043e+01,0.000000000000000000e+00
3.197278911359999043e+01,1.000000000000000000e+00
3.204081632447999084e+01,0.000000000000000000e+00
3.204081632447999084e+01,1.000000000000000000e+00
3.210884353535998770e+01,0.000000000000000000e+00
3.210884353535998770e+01,1.000000000000000000e+00
3.217687074623999877e+01,0.000000000000000000e+00
3.217687074623999877e+01,1.000000000000000000e+00
3.224489795711999562e+01,0.000000000000000000e+00
3.224489795711999562e+01,1.000000000000000000e+00
3.231292516799999248e+01,0.000000000000000000e+00
3.231292516799999248e+01,1.000000000000000000e+00
3.238095237887999644e+01,0.000000000000000000e+00
3.238095237887999644e+01,1.000000000000000000e+00
3.244897958975999330e+01,0.000000000000000000e+00
3.244897958975999330e+01,1.000000000000000000e+00
3.251700680063999016e+01,0.000000000000000000e+00
3.251700680063999016e+01,1.000000000000000000e+00
3.258503401151999412e+01,0.000000000000000000e+00
3.258503401151999412e+01,1.000000000000000000e+00
3.265306122239999098e+01,0.000000000000000000e+00
3.265306122239999098e+01,1.000000000000000000e+00
3.272108843327998784e+01,0.000000000000000000e+00
3.272108843327998784e+01,1.000000000000000000e+00
3.278911564415999891e+01,0.000000000000000000e+00
3.278911564415999891e+01,1.000000000000000000e+00
3.285714285503999577e+01,0.000000000000000000e+00
3.285714285503999577e+01,1.000000000000000000e+00
3.292517006591999262e+01,0.000000000000000000e+00
3.292517006591999262e+01,1.000000000000000000e+00
3.299319727679999659e+01,0.000000000000000000e+00
3.299319727679999659e+01,1.000000000000000000e+00
3.306122448767999344e+01,0.000000000000000000e+00
3.306122448767999344e+01,1.000000000000000000e+00
3.312925169855999030e+01,0.000000000000000000e+00
3.312925169855999030e+01,1.000000000000000000e+00
3.319727890943999427e+01,0.000000000000000000e+00
3.319727890943999427e+01,1.000000000000000000e+00
3.326530612031999112e+01,0.000000000000000000e+00
3.326530612031999112e+01,1.000000000000000000e+00
3.333333333119998798e+01,0.000000000000000000e+00
3.333333333119998798e+01,1.000000000000000000e+00
3.340136054207999905e+01,0.000000000000000000e+00
3.340136054207999905e+01,1.000000000000000000e+00
3.346938775295999591e+01,0.000000000000000000e+00
3.346938775295999591e+01,1.000000000000000000e+00
3.353741496383999277e+01,0.000000000000000000e+00
3.353741496383999277e+01,1.000000000000000000e+00
3.360544217471999673e+01,0.000000000000000000e+00
3.360544217471999673e+01,1.000000000000000000e+00
3.367346938559999359e+01,0.000000000000000000e+00
3.367346938559999359e+01,1.000000000000000000e+00
3.374149659647999044e+01,0.000000000000000000e+00
3.374149659647999044e+01,1.000000000000000000e+00
3.380952380735999441e+01,0.000000000000000000e+00
3.380952380735999441e+01,1.000000000000000000e+00
3.387755101823999127e+01,0.000000000000000000e+00
3.387755101823999127e+01,1.000000000000000000e+00
3.394557822911998812e+01,0.000000000000000000e+00
3.394557822911998812e+01,1.000000000000000000e+00
3.401360543999999209e+01,0.000000000000000000e+00
3.401360543999999209e+01,1.000000000000000000e+00
3.408163265087999605e+01,0.000000000000000000e+00
3.408163265087999605e+01,1.000000000000000000e+00
3.414965986175999291e+01,0.000000000000000000e+00
3.414965986175999291e+01,1.000000000000000000e+00
3.421768707263999687e+01,0.000000000000000000e+00
3.421768707263999687e+01,1.000000000000000000e+00
3.428571428351999373e+01,0.000000000000000000e+00
3.428571428351999373e+01,1.000000000000000000e+00
3.435374149439999059e+01,0.000000000000000000e+00
3.435374149439999059e+01,1.000000000000000000e+00
3.442176870527999455e+01,0.000000000000000000e+00
3.442176870527999455e+01,1.000000000000000000e+00
3.448979591615999141e+01,0.000000000000000000e+00
3.448979591615999141e+01,1.000000000000000000e+00
3.455782312703998826e+01,0.000000000000000000e+00
3.455782312703998826e+01,1.000000000000000000e+00
3.462585033791999223e+01,0.000000000000000000e+00
3.462585033791999223e+01,1.000000000000000000e+00
3.469387754879999619e+01,0.000000000000000000e+00
3.469387754879999619e+01,1.000000000000000000e+00
3.476190475967999305e+01,0.000000000000000000e+00
3.476190475967999305e+01,1.000000000000000000e+00
3.482993197055999701e+01,0.000000000000000000e+00
3.482993197055999701e+01,1.000000000000000000e+00
3.489795918143999387e+01,0.000000000000000000e+00
3.489795918143999387e+01,1.000000000000000000e+00
3.496598639231999073e+01,0.000000000000000000e+00
3.496598639231999073e+01,1.000000000000000000e+00
